        Frequency / GHz                S2,1/abs,dB
                 10.0492                      -55.797741
                 10.0504                      -55.823227
                 10.0516                      -55.848633
                 10.0528                      -55.873961
                  10.054                       -55.89921
                 10.0552                       -55.92438
                 10.0564                      -55.949473
                 10.0576                      -55.974488
                 10.0588                      -55.999426
                   10.06                      -56.024287
                 10.0612                      -56.049071
                 10.0624                      -56.073779
                 10.0636                       -56.09841
                 10.0648                      -56.122966
                  10.066                      -56.147447
                 10.0672                      -56.171852
                 10.0684                      -56.196182
                 10.0696                      -56.220438
                 10.0708                       -56.24462
                  10.072                      -56.268727
                 10.0732                      -56.292761
                 10.0744                      -56.316721
                 10.0756                      -56.340608
                 10.0768                      -56.364423
                  10.078                      -56.388165
                 10.0792                      -56.411834
                 10.0804                      -56.435432
                 10.0816                      -56.458957
                 10.0828                      -56.482412
                  10.084                      -56.505795
                 10.0852                      -56.529107
                 10.0864                      -56.552348
                 10.0876                       -56.57552
                 10.0888                      -56.598621
                   10.09                      -56.621652
                 10.0912                      -56.644614
                 10.0924                      -56.667506
                 10.0936                      -56.690329
                 10.0948                      -56.713084
                  10.096                       -56.73577
                 10.0972                      -56.758388
                 10.0984                      -56.780937
                 10.0996                      -56.803419
                 10.1008                      -56.825834
                  10.102                      -56.848181
                 10.1032                      -56.870461
                 10.1044                      -56.892674
                 10.1056                      -56.914821
                 10.1068                      -56.936902
                  10.108                      -56.958916
                 10.1092                      -56.980865
                 10.1104                      -57.002748
                 10.1116                      -57.024566
                 10.1128                      -57.046319
                  10.114                      -57.068007
                 10.1152                       -57.08963
                 10.1164                      -57.111189
                 10.1176                      -57.132684
                 10.1188                      -57.154115
                   10.12                      -57.175483
                 10.1212                      -57.196786
                 10.1224                      -57.218027
                 10.1236                      -57.239205
                 10.1248                       -57.26032
                  10.126                      -57.281372
                 10.1272                      -57.302362
                 10.1284                       -57.32329
                 10.1296                      -57.344156
                 10.1308                      -57.364961
                  10.132                      -57.385703
                 10.1332                      -57.406385
                 10.1344                      -57.427006
                 10.1356                      -57.447566
                 10.1368                      -57.468065
                  10.138                      -57.488504
                 10.1392                      -57.508883
                 10.1404                      -57.529202
                 10.1416                      -57.549461
                 10.1428                      -57.569661
                  10.144                      -57.589801
                 10.1452                      -57.609882
                 10.1464                      -57.629904
                 10.1476                      -57.649868
                 10.1488                      -57.669773
                   10.15                      -57.689619
                 10.1512                      -57.709408
                 10.1524                      -57.729138
                 10.1536                      -57.748811
                 10.1548                      -57.768427
                  10.156                      -57.787985
                 10.1572                      -57.807485
                 10.1584                      -57.826929
                 10.1596                      -57.846316
                 10.1608                      -57.865647
                  10.162                      -57.884921
                 10.1632                      -57.904139
                 10.1644                      -57.923301
                 10.1656                      -57.942407
                 10.1668                      -57.961458
                  10.168                      -57.980453
                 10.1692                      -57.999393
                 10.1704                      -58.018278
                 10.1716                      -58.037108
                 10.1728                      -58.055883
                  10.174                      -58.074603
                 10.1752                       -58.09327
                 10.1764                      -58.111882
                 10.1776                       -58.13044
                 10.1788                      -58.148944
                   10.18                      -58.167395
                 10.1812                      -58.185792
                 10.1824                      -58.204136
                 10.1836                      -58.222426
                 10.1848                      -58.240664
                  10.186                      -58.258849
                 10.1872                      -58.276981
                 10.1884                      -58.295061
                 10.1896                      -58.313089
                 10.1908                      -58.331064
                  10.192                      -58.348988
                 10.1932                      -58.366859
                 10.1944                      -58.384679
                 10.1956                      -58.402448
                 10.1968                      -58.420166
                  10.198                      -58.437832
                 10.1992                      -58.455447
                 10.2004                      -58.473012
                 10.2016                      -58.490525
                 10.2028                      -58.507989
                  10.204                      -58.525402
                 10.2052                      -58.542764
                 10.2064                      -58.560077
                 10.2076                       -58.57734
                 10.2088                      -58.594553
                   10.21                      -58.611717
                 10.2112                      -58.628831
                 10.2124                      -58.645896
                 10.2136                      -58.662912
                 10.2148                      -58.679879
                  10.216                      -58.696798
                 10.2172                      -58.713667
                 10.2184                      -58.730488
                 10.2196                      -58.747261
                 10.2208                      -58.763986
                  10.222                      -58.780662
                 10.2232                      -58.797291
                 10.2244                      -58.813871
                 10.2256                      -58.830405
                 10.2268                       -58.84689
                  10.228                      -58.863329
                 10.2292                       -58.87972
                 10.2304                      -58.896064
                 10.2316                      -58.912361
                 10.2328                      -58.928612
                  10.234                      -58.944816
                 10.2352                      -58.960973
                 10.2364                      -58.977084
                 10.2376                      -58.993149
                 10.2388                      -59.009168
                   10.24                      -59.025141
                 10.2412                      -59.041068
                 10.2424                      -59.056949
                 10.2436                      -59.072785
                 10.2448                      -59.088575
                  10.246                      -59.104321
                 10.2472                      -59.120021
                 10.2484                      -59.135676
                 10.2496                      -59.151286
                 10.2508                      -59.166851
                  10.252                      -59.182372
                 10.2532                      -59.197849
                 10.2544                      -59.213281
                 10.2556                      -59.228668
                 10.2568                      -59.244012
                  10.258                      -59.259312
                 10.2592                      -59.274568
                 10.2604                       -59.28978
                 10.2616                      -59.304949
                 10.2628                      -59.320074
                  10.264                      -59.335156
                 10.2652                      -59.350194
                 10.2664                       -59.36519
                 10.2676                      -59.380142
                 10.2688                      -59.395052
                   10.27                      -59.409919
                 10.2712                      -59.424743
                 10.2724                      -59.439525
                 10.2736                      -59.454264
                 10.2748                      -59.468962
                  10.276                      -59.483617
                 10.2772                       -59.49823
                 10.2784                      -59.512801
                 10.2796                      -59.527331
                 10.2808                      -59.541818
                  10.282                      -59.556265
                 10.2832                      -59.570669
                 10.2844                      -59.585033
                 10.2856                      -59.599355
                 10.2868                      -59.613636
                  10.288                      -59.627877
                 10.2892                      -59.642076
                 10.2904                      -59.656235
                 10.2916                      -59.670353
                 10.2928                       -59.68443
                  10.294                      -59.698467
                 10.2952                      -59.712464
                 10.2964                       -59.72642
                 10.2976                      -59.740337
                 10.2988                      -59.754213
                    10.3                       -59.76805
                 10.3012                      -59.781847
                 10.3024                      -59.795604
                 10.3036                      -59.809321
                 10.3048                      -59.822999
                  10.306                      -59.836638
                 10.3072                      -59.850238
                 10.3084                      -59.863798
                 10.3096                       -59.87732
                 10.3108                      -59.890802
                  10.312                      -59.904246
                 10.3132                      -59.917651
                 10.3144                      -59.931017
                 10.3156                      -59.944345
                 10.3168                      -59.957635
                  10.318                      -59.970886
                 10.3192                      -59.984099
                 10.3204                      -59.997274
                 10.3216                      -60.010411
                 10.3228                       -60.02351
                  10.324                      -60.036571
                 10.3252                      -60.049594
                 10.3264                       -60.06258
                 10.3276                      -60.075528
                 10.3288                      -60.088439
                   10.33                      -60.101313
                 10.3312                      -60.114149
                 10.3324                      -60.126949
                 10.3336                      -60.139711
                 10.3348                      -60.152436
                  10.336                      -60.165125
                 10.3372                      -60.177776
                 10.3384                      -60.190391
                 10.3396                       -60.20297
                 10.3408                      -60.215512
                  10.342                      -60.228017
                 10.3432                      -60.240487
                 10.3444                       -60.25292
                 10.3456                      -60.265317
                 10.3468                      -60.277678
                  10.348                      -60.290003
                 10.3492                      -60.302293
                 10.3504                      -60.314546
                 10.3516                      -60.326764
                 10.3528                      -60.338947
                  10.354                      -60.351094
                 10.3552                      -60.363205
                 10.3564                      -60.375282
                 10.3576                      -60.387323
                 10.3588                      -60.399329
                   10.36                        -60.4113
                 10.3612                      -60.423236
                 10.3624                      -60.435137
                 10.3636                      -60.447003
                 10.3648                      -60.458835
                  10.366                      -60.470632
                 10.3672                      -60.482395
                 10.3684                      -60.494123
                 10.3696                      -60.505817
                 10.3708                      -60.517476
                  10.372                      -60.529102
                 10.3732                      -60.540693
                 10.3744                      -60.552251
                 10.3756                      -60.563774
                 10.3768                      -60.575263
                  10.378                      -60.586719
                 10.3792                      -60.598141
                 10.3804                       -60.60953
                 10.3816                      -60.620885
                 10.3828                      -60.632206
                  10.384                      -60.643495
                 10.3852                       -60.65475
                 10.3864                      -60.665971
                 10.3876                       -60.67716
                 10.3888                      -60.688315
                   10.39                      -60.699438
                 10.3912                      -60.710528
                 10.3924                      -60.721585
                 10.3936                      -60.732609
                 10.3948                        -60.7436
                  10.396                      -60.754559
                 10.3972                      -60.765486
                 10.3984                       -60.77638
                 10.3996                      -60.787241
                 10.4008                      -60.798071
                  10.402                      -60.808868
                 10.4032                      -60.819633
                 10.4044                      -60.830366
                 10.4056                      -60.841067
                 10.4068                      -60.851737
                  10.408                      -60.862374
                 10.4092                       -60.87298
                 10.4104                      -60.883554
                 10.4116                      -60.894096
                 10.4128                      -60.904607
                  10.414                      -60.915086
                 10.4152                      -60.925534
                 10.4164                      -60.935951
                 10.4176                      -60.946336
                 10.4188                      -60.956691
                   10.42                      -60.967014
                 10.4212                      -60.977306
                 10.4224                      -60.987567
                 10.4236                      -60.997797
                 10.4248                      -61.007997
                  10.426                      -61.018166
                 10.4272                      -61.028304
                 10.4284                      -61.038411
                 10.4296                      -61.048488
                 10.4308                      -61.058535
                  10.432                      -61.068551
                 10.4332                      -61.078536
                 10.4344                      -61.088492
                 10.4356                      -61.098417
                 10.4368                      -61.108312
                  10.438                      -61.118177
                 10.4392                      -61.128012
                 10.4404                      -61.137817
                 10.4416                      -61.147593
                 10.4428                      -61.157338
                  10.444                      -61.167054
                 10.4452                       -61.17674
                 10.4464                      -61.186396
                 10.4476                      -61.196023
                 10.4488                      -61.205621
                   10.45                      -61.215189
                 10.4512                      -61.224727
                 10.4524                      -61.234237
                 10.4536                      -61.243717
                 10.4548                      -61.253168
                  10.456                       -61.26259
                 10.4572                      -61.271983
                 10.4584                      -61.281347
                 10.4596                      -61.290682
                 10.4608                      -61.299988
                  10.462                      -61.309266
                 10.4632                      -61.318514
                 10.4644                      -61.327734
                 10.4656                      -61.336926
                 10.4668                      -61.346089
                  10.468                      -61.355223
                 10.4692                      -61.364329
                 10.4704                      -61.373407
                 10.4716                      -61.382456
                 10.4728                      -61.391478
                  10.474                      -61.400471
                 10.4752                      -61.409436
                 10.4764                      -61.418372
                 10.4776                      -61.427281
                 10.4788                      -61.436162
                   10.48                      -61.445015
                 10.4812                       -61.45384
                 10.4824                      -61.462638
                 10.4836                      -61.471408
                 10.4848                       -61.48015
                  10.486                      -61.488864
                 10.4872                      -61.497552
                 10.4884                      -61.506211
                 10.4896                      -61.514843
                 10.4908                      -61.523448
                  10.492                      -61.532026
                 10.4932                      -61.540576
                 10.4944                      -61.549099
                 10.4956                      -61.557595
                 10.4968                      -61.566064
                  10.498                      -61.574505
                 10.4992                       -61.58292
                 10.5004                      -61.591308
                 10.5016                      -61.599669
                 10.5028                      -61.608004
                  10.504                      -61.616311
                 10.5052                      -61.624592
                 10.5064                      -61.632846
                 10.5076                      -61.641074
                 10.5088                      -61.649275
                   10.51                       -61.65745
                 10.5112                      -61.665598
                 10.5124                       -61.67372
                 10.5136                      -61.681815
                 10.5148                      -61.689885
                  10.516                      -61.697928
                 10.5172                      -61.705944
                 10.5184                      -61.713935
                 10.5196                        -61.7219
                 10.5208                      -61.729839
                  10.522                      -61.737751
                 10.5232                      -61.745638
                 10.5244                      -61.753499
                 10.5256                      -61.761334
                 10.5268                      -61.769144
                  10.528                      -61.776928
                 10.5292                      -61.784686
                 10.5304                      -61.792418
                 10.5316                      -61.800125
                 10.5328                      -61.807807
                  10.534                      -61.815463
                 10.5352                      -61.823093
                 10.5364                      -61.830699
                 10.5376                      -61.838279
                 10.5388                      -61.845833
                   10.54                      -61.853363
                 10.5412                      -61.860867
                 10.5424                      -61.868346
                 10.5436                      -61.875801
                 10.5448                       -61.88323
                  10.546                      -61.890634
                 10.5472                      -61.898013
                 10.5484                      -61.905368
                 10.5496                      -61.912698
                 10.5508                      -61.920002
                  10.552                      -61.927283
                 10.5532                      -61.934538
                 10.5544                      -61.941769
                 10.5556                      -61.948975
                 10.5568                      -61.956157
                  10.558                      -61.963314
                 10.5592                      -61.970447
                 10.5604                      -61.977555
                 10.5616                      -61.984639
                 10.5628                      -61.991699
                  10.564                      -61.998735
                 10.5652                      -62.005746
                 10.5664                      -62.012733
                 10.5676                      -62.019696
                 10.5688                      -62.026635
                   10.57                       -62.03355
                 10.5712                      -62.040441
                 10.5724                      -62.047307
                 10.5736                       -62.05415
                 10.5748                       -62.06097
                  10.576                      -62.067765
                 10.5772                      -62.074537
                 10.5784                      -62.081284
                 10.5796                      -62.088009
                 10.5808                      -62.094709
                  10.582                      -62.101386
                 10.5832                      -62.108039
                 10.5844                      -62.114669
                 10.5856                      -62.121276
                 10.5868                      -62.127859
                  10.588                      -62.134418
                 10.5892                      -62.140954
                 10.5904                      -62.147467
                 10.5916                      -62.153957
                 10.5928                      -62.160424
                  10.594                      -62.166867
                 10.5952                      -62.173287
                 10.5964                      -62.179684
                 10.5976                      -62.186058
                 10.5988                      -62.192409
                    10.6                      -62.198737
                 10.6012                      -62.205043
                 10.6024                      -62.211325
                 10.6036                      -62.217584
                 10.6048                      -62.223821
                  10.606                      -62.230035
                 10.6072                      -62.236226
                 10.6084                      -62.242394
                 10.6096                       -62.24854
                 10.6108                      -62.254663
                  10.612                      -62.260764
                 10.6132                      -62.266842
                 10.6144                      -62.272898
                 10.6156                      -62.278931
                 10.6168                      -62.284942
                  10.618                       -62.29093
                 10.6192                      -62.296896
                 10.6204                       -62.30284
                 10.6216                      -62.308762
                 10.6228                      -62.314661
                  10.624                      -62.320538
                 10.6252                      -62.326393
                 10.6264                      -62.332226
                 10.6276                      -62.338037
                 10.6288                      -62.343826
                   10.63                      -62.349593
                 10.6312                      -62.355338
                 10.6324                      -62.361061
                 10.6336                      -62.366762
                 10.6348                      -62.372441
                  10.636                      -62.378098
                 10.6372                      -62.383734
                 10.6384                      -62.389348
                 10.6396                      -62.394941
                 10.6408                      -62.400511
                  10.642                       -62.40606
                 10.6432                      -62.411588
                 10.6444                      -62.417094
                 10.6456                      -62.422578
                 10.6468                      -62.428041
                  10.648                      -62.433483
                 10.6492                      -62.438903
                 10.6504                      -62.444302
                 10.6516                      -62.449679
                 10.6528                      -62.455035
                  10.654                       -62.46037
                 10.6552                      -62.465684
                 10.6564                      -62.470977
                 10.6576                      -62.476248
                 10.6588                      -62.481498
                   10.66                      -62.486727
                 10.6612                      -62.491936
                 10.6624                      -62.497123
                 10.6636                      -62.502289
                 10.6648                      -62.507434
                  10.666                      -62.512558
                 10.6672                      -62.517662
                 10.6684                      -62.522744
                 10.6696                      -62.527806
                 10.6708                      -62.532847
                  10.672                      -62.537867
                 10.6732                      -62.542867
                 10.6744                      -62.547846
                 10.6756                      -62.552804
                 10.6768                      -62.557742
                  10.678                      -62.562659
                 10.6792                      -62.567555
                 10.6804                      -62.572431
                 10.6816                      -62.577287
                 10.6828                      -62.582122
                  10.684                      -62.586936
                 10.6852                      -62.591731
                 10.6864                      -62.596505
                 10.6876                      -62.601258
                 10.6888                      -62.605992
                   10.69                      -62.610705
                 10.6912                      -62.615398
                 10.6924                      -62.620071
                 10.6936                      -62.624723
                 10.6948                      -62.629356
                  10.696                      -62.633968
                 10.6972                       -62.63856
                 10.6984                      -62.643132
                 10.6996                      -62.647685
                 10.7008                      -62.652217
                  10.702                      -62.656729
                 10.7032                      -62.661222
                 10.7044                      -62.665694
                 10.7056                      -62.670147
                 10.7068                       -62.67458
                  10.708                      -62.678993
                 10.7092                      -62.683387
                 10.7104                       -62.68776
                 10.7116                      -62.692114
                 10.7128                      -62.696449
                  10.714                      -62.700764
                 10.7152                      -62.705059
                 10.7164                      -62.709334
                 10.7176                       -62.71359
                 10.7188                      -62.717827
                   10.72                      -62.722044
                 10.7212                      -62.726241
                 10.7224                      -62.730419
                 10.7236                      -62.734578
                 10.7248                      -62.738718
                  10.726                      -62.742838
                 10.7272                      -62.746938
                 10.7284                       -62.75102
                 10.7296                      -62.755082
                 10.7308                      -62.759125
                  10.732                      -62.763149
                 10.7332                      -62.767153
                 10.7344                      -62.771139
                 10.7356                      -62.775105
                 10.7368                      -62.779053
                  10.738                      -62.782981
                 10.7392                       -62.78689
                 10.7404                       -62.79078
                 10.7416                      -62.794652
                 10.7428                      -62.798504
                  10.744                      -62.802338
                 10.7452                      -62.806152
                 10.7464                      -62.809948
                 10.7476                      -62.813725
                 10.7488                      -62.817483
                   10.75                      -62.821222
                 10.7512                      -62.824943
                 10.7524                      -62.828645
                 10.7536                      -62.832328
                 10.7548                      -62.835992
                  10.756                      -62.839638
                 10.7572                      -62.843265
                 10.7584                      -62.846874
                 10.7596                      -62.850464
                 10.7608                      -62.854036
                  10.762                      -62.857589
                 10.7632                      -62.861123
                 10.7644                       -62.86464
                 10.7656                      -62.868137
                 10.7668                      -62.871617
                  10.768                      -62.875078
                 10.7692                       -62.87852
                 10.7704                      -62.881945
                 10.7716                      -62.885351
                 10.7728                      -62.888738
                  10.774                      -62.892108
                 10.7752                      -62.895459
                 10.7764                      -62.898792
                 10.7776                      -62.902107
                 10.7788                      -62.905404
                   10.78                      -62.908682
                 10.7812                      -62.911943
                 10.7824                      -62.915185
                 10.7836                       -62.91841
                 10.7848                      -62.921616
                  10.786                      -62.924805
                 10.7872                      -62.927975
                 10.7884                      -62.931128
                 10.7896                      -62.934262
                 10.7908                      -62.937379
                  10.792                      -62.940478
                 10.7932                      -62.943559
                 10.7944                      -62.946622
                 10.7956                      -62.949667
                 10.7968                      -62.952695
                  10.798                      -62.955705
                 10.7992                      -62.958697
                 10.8004                      -62.961671
                 10.8016                      -62.964628
                 10.8028                      -62.967567
                  10.804                      -62.970489
                 10.8052                      -62.973393
                 10.8064                      -62.976279
                 10.8076                      -62.979148
                 10.8088                      -62.981999
                   10.81                      -62.984833
                 10.8112                      -62.987649
                 10.8124                      -62.990448
                 10.8136                      -62.993229
                 10.8148                      -62.995993
                  10.816                      -62.998739
                 10.8172                      -63.001468
                 10.8184                       -63.00418
                 10.8196                      -63.006875
                 10.8208                      -63.009552
                  10.822                      -63.012212
                 10.8232                      -63.014854
                 10.8244                       -63.01748
                 10.8256                      -63.020088
                 10.8268                      -63.022679
                  10.828                      -63.025253
                 10.8292                      -63.027809
                 10.8304                      -63.030349
                 10.8316                      -63.032871
                 10.8328                      -63.035377
                  10.834                      -63.037865
                 10.8352                      -63.040336
                 10.8364                       -63.04279
                 10.8376                      -63.045228
                 10.8388                      -63.047648
                   10.84                      -63.050051
                 10.8412                      -63.052438
                 10.8424                      -63.054807
                 10.8436                       -63.05716
                 10.8448                      -63.059496
                  10.846                      -63.061814
                 10.8472                      -63.064117
                 10.8484                      -63.066402
                 10.8496                       -63.06867
                 10.8508                      -63.070922
                  10.852                      -63.073157
                 10.8532                      -63.075375
                 10.8544                      -63.077577
                 10.8556                      -63.079762
                 10.8568                       -63.08193
                  10.858                      -63.084082
                 10.8592                      -63.086217
                 10.8604                      -63.088335
                 10.8616                      -63.090437
                 10.8628                      -63.092523
                  10.864                      -63.094592
                 10.8652                      -63.096644
                 10.8664                       -63.09868
                 10.8676                      -63.100699
                 10.8688                      -63.102702
                   10.87                      -63.104688
                 10.8712                      -63.106658
                 10.8724                      -63.108612
                 10.8736                      -63.110549
                 10.8748                       -63.11247
                  10.876                      -63.114375
                 10.8772                      -63.116263
                 10.8784                      -63.118135
                 10.8796                      -63.119991
                 10.8808                      -63.121831
                  10.882                      -63.123654
                 10.8832                      -63.125461
                 10.8844                      -63.127252
                 10.8856                      -63.129027
                 10.8868                      -63.130785
                  10.888                      -63.132528
                 10.8892                      -63.134254
                 10.8904                      -63.135964
                 10.8916                      -63.137658
                 10.8928                      -63.139336
                  10.894                      -63.140998
                 10.8952                      -63.142644
                 10.8964                      -63.144274
                 10.8976                      -63.145888
                 10.8988                      -63.147486
                    10.9                      -63.149069
                 10.9012                      -63.150635
                 10.9024                      -63.152185
                 10.9036                      -63.153719
                 10.9048                      -63.155238
                  10.906                      -63.156741
                 10.9072                      -63.158228
                 10.9084                      -63.159699
                 10.9096                      -63.161154
                 10.9108                      -63.162593
                  10.912                      -63.164017
                 10.9132                      -63.165425
                 10.9144                      -63.166817
                 10.9156                      -63.168194
                 10.9168                      -63.169554
                  10.918                        -63.1709
                 10.9192                      -63.172229
                 10.9204                      -63.173543
                 10.9216                      -63.174841
                 10.9228                      -63.176124
                  10.924                      -63.177391
                 10.9252                      -63.178642
                 10.9264                      -63.179878
                 10.9276                      -63.181099
                 10.9288                      -63.182304
                   10.93                      -63.183493
                 10.9312                      -63.184667
                 10.9324                      -63.185825
                 10.9336                      -63.186968
                 10.9348                      -63.188096
                  10.936                      -63.189208
                 10.9372                      -63.190305
                 10.9384                      -63.191386
                 10.9396                      -63.192452
                 10.9408                      -63.193503
                  10.942                      -63.194538
                 10.9432                      -63.195558
                 10.9444                      -63.196563
                 10.9456                      -63.197553
                 10.9468                      -63.198527
                  10.948                      -63.199486
                 10.9492                       -63.20043
                 10.9504                      -63.201358
                 10.9516                      -63.202271
                 10.9528                       -63.20317
                  10.954                      -63.204053
                 10.9552                       -63.20492
                 10.9564                      -63.205773
                 10.9576                      -63.206611
                 10.9588                      -63.207433
                   10.96                      -63.208241
                 10.9612                      -63.209033
                 10.9624                       -63.20981
                 10.9636                      -63.210573
                 10.9648                       -63.21132
                  10.966                      -63.212052
                 10.9672                       -63.21277
                 10.9684                      -63.213472
                 10.9696                      -63.214159
                 10.9708                      -63.214832
                  10.972                      -63.215489
                 10.9732                      -63.216132
                 10.9744                      -63.216759
                 10.9756                      -63.217372
                 10.9768                       -63.21797
                  10.978                      -63.218553
                 10.9792                      -63.219121
                 10.9804                      -63.219675
                 10.9816                      -63.220214
                 10.9828                      -63.220737
                  10.984                      -63.221247
                 10.9852                      -63.221741
                 10.9864                      -63.222221
                 10.9876                      -63.222685
                 10.9888                      -63.223136
                   10.99                      -63.223571
                 10.9912                      -63.223992
                 10.9924                      -63.224398
                 10.9936                      -63.224789
                 10.9948                      -63.225166
                  10.996                      -63.225528
